val	data0	data1	data2	data3	data4	data5	data6	data7	data8	data9	data10	data11	data12	data13	data14	data15	data16	data17	data18	data19	data20	data21	data22	data23	data24	data25	data26	data27	data28	data29	data30	data31	data32	data33	data34	data35	data36	data37	data38	data39	data40	data41	data42	data43	data44	data45	data46	data47	data48	data49	data50	data51	data52	data53	data54	data55	data56	data57	data58	data59	data60	data61	data62	data63	data64	data65	data66	
d	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	
class
u0	28	64	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	48	83	35	0	0	0	0	0	0	3	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	2	2	1	1	1	1	0	0	0	0	1	2	2	2	2	2	2	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	2	3	2	3	2
u0	40	67	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	45	78	33	0	0	0	0	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	2	2	1	1	1	0	0	0	0	1	2	1	1	1	1	1	2	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3
u4	44	68	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	3
u4	44	69	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	1	1	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	4	3	3	2	0
u1	34	84	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	3	2	3	2
u4	23	69	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0
u3	43	66	23	0	0	0	0	0	0	4	4	3	2	2	1	1	0	0	0	0	0	0	0	0	0	1	2	3	2	3	6	7	6	3	2	0	0	0	0	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	1	3	3	2	2	3	6	6	4	4	4	3
u1	38	68	30	0	0	0	0	0	0	0	0	0	0	0	7	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	3	3	3	2	2	2	2	2	1
u3	46	72	26	0	0	0	0	0	2	3	3	3	2	2	2	3	2	0	0	0	0	0	0	0	0	1	2	3	2	3	1	7	7	2	1	0	0	0	0	0	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	3	5	4	2	2	3	5	5	4	3	4	0
u1	38	76	38	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	2	1	1	1	1	2	1	1	0	0	2	1	1	1	2	1	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3
u3	42	74	32	0	0	0	3	1	1	3	2	1	0	0	0	0	0	0	0	0	0	0	2	3	2	1	3	3	5	3	2	1	1	1	2	0	0	0	0	0	4	3	3	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	3	5	1
u4	35	78	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	2	0	0
u1	52	79	27	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	3	4	2	3	3	1	2	1	1	1	0	0	0	0	0	0	0	1	2	2	2	1	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	2	3	2	3	4
u1	65	90	25	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	1	1	2	2	3	2	3	3	2
u3	41	69	28	0	0	0	0	0	0	0	2	6	5	5	3	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	3	4	4	3	3	2	2	3	2	2	2	0	0
u1	47	76	29	0	0	0	3	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	2	1	1	1	2	1	1	1	1	2	3	3	3	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	2	1
u1	45	71	26	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	2	5	4	2	2	2	2	2	1	1	0	0	0	0	0	0	0	0	1	1	2	2	1	0	0	0	0	0	0	1	2	3	2	1	1	0	0	0	1	3	6	5
u4	38	64	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3
u2	48	80	32	0	0	0	0	0	0	1	1	0	0	0	0	1	2	3	3	0	0	0	0	0	0	0	0	0	2	2	5	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	3	2	2	1	0	0	3	2
u1	43	73	30	0	0	0	0	0	0	0	0	0	3	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	2	2	2	2	2	1	2	2	3	3	0
u1	39	79	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	2	3	2	0
u1	37	69	32	0	0	0	0	0	0	0	0	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	3	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	3	2	3	3	2	3	3	0	0
u12	26	59	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	2	3	3	5
u13	33	63	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	3	3	5	5	4	5	4	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	4	5	2	4	4	4	8	0
u12	43	73	30	0	0	0	0	0	0	0	0	2	2	2	1	2	2	1	1	0	0	0	0	0	0	0	2	3	2	1	1	1	1	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	4	3	2	1	1	2	2	4	2	0	0
u13	42	71	29	0	0	0	0	0	0	0	2	3	2	2	1	2	1	1	0	0	0	0	0	0	0	1	2	3	3	4	3	3	5	2	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	5	4	2	1	0	5	6	5	5	2	0	0
u6	47	73	26	0	0	0	3	4	1	1	2	2	2	2	2	4	6	2	0	0	0	0	2	3	2	2	2	2	2	2	1	2	3	2	2	0	0	1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	7	5	1	2	2	3	2	2	2	2	1	1	3	3
u5	49	74	25	0	0	0	0	0	0	0	1	6	6	3	0	0	0	0	0	0	0	0	0	1	3	3	3	5	7	4	3	3	3	2	1	0	0	0	0	0	0	0	1	2	1	2	2	2	1	0	0	0	2	3	3	2	2	2	1	2	2	2	2	3	6	7	4
u9	43	71	28	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	6	6	3	2	3	6	5	5	4	4	5	7	4	0	0	0	0	0	0	0	0	0	1	2	6	2	3	5	2	0	0	0	0	0	0	0	4	6	4	6	5	8	6	4	1
u10	38	64	26	0	0	0	4	4	3	3	2	2	4	6	4	4	4	4	3	0	0	0	2	2	2	2	2	1	1	1	2	2	3	5	5	0	2	3	2	3	2	2	2	2	3	2	2	1	0	0	0	4	5	2	1	5	7	4	3	4	5	3	3	3	2	0	0
u14	32	66	34	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	3	5	5	2	3	2	1	1	0	0	0	2	2	1	1	1	0	0	0	0	0	0	0	0	4	2	2	3	2	3	2	4	0	0	0	0	0	0	0	8	0	0	0	2	3	2	0	0
u15	36	64	28	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	5	7	4	4	3	3	3	4	3	2	4	3	0	0	0	0	0	0	0	2	2	2	2	2	3	3	4	2	0	0	0	0	0	0	6	2	2	2	2	7	5	2	2	3
u16	39	71	32	0	0	0	3	3	2	2	2	2	3	2	2	2	2	2	2	0	0	0	1	2	2	2	3	2	1	2	2	1	2	2	1	0	0	0	0	0	5	5	2	4	4	0	0	0	0	0	2	0	0	0	0	0	7	8	2	1	0	2	2	3	2	3	0
u11	41	68	27	0	0	3	3	3	2	2	3	3	4	3	4	6	3	2	2	0	0	4	3	2	2	1	4	4	4	4	4	5	5	5	2	0	2	4	3	2	3	1	1	1	1	1	2	3	4	3	1	2	3	2	1	2	8	6	3	3	3	2	4	7	3	6	5
u7	41	59	18	0	0	0	0	0	0	4	2	2	3	2	2	2	3	6	1	0	0	0	0	0	0	4	4	3	5	6	5	6	7	4	5	0	0	0	1	2	1	1	1	1	2	2	2	1	0	0	0	5	6	4	1	1	1	2	1	1	5	7	7	5	7	5	4
u6	47	68	21	0	0	0	2	3	2	1	2	1	2	2	2	2	2	5	0	0	0	0	2	3	4	3	2	2	2	2	2	0	0	2	3	0	0	0	1	3	2	2	2	2	3	2	2	2	2	1	0	0	0	5	7	1	1	1	1	2	2	1	0	0	0	4	4
u7	44	65	21	0	0	0	0	0	0	0	1	2	2	2	2	1	1	4	2	0	0	0	0	0	0	4	6	2	4	4	5	5	3	3	4	0	0	0	0	0	0	0	1	1	2	2	2	2	1	0	0	0	0	0	0	4	4	5	3	2	2	2	4	5	6	5	4
u5	39	60	21	0	0	0	0	0	0	0	0	0	0	1	2	4	4	0	0	0	0	0	0	0	0	0	2	5	3	4	5	6	7	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	2	3	3	5	6	3	3	3	6	5	3
u8	39	65	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	4	4	3	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	0	0	0	0	0	0	0	0	0	0	0	8	8	0	1	3	2
u8	32	64	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	4	4	2	2	2	4	5	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	6	4	3	5	0	0	0	0	0	0	0	0	0	0	2	2	8	2	2	1
u8	31	48	17	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	3	3	4	4	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	2	0	0	0	0	0	0	0	4	6	5	3	3	2	0	0	0
u1	34	62	28	0	0	0	0	0	0	0	0	5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	1	1	1	2	3	2	3	3	2	0
u3	33	68	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	4	3	3	3	3	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	3	5	5
u3	40	71	31	0	0	0	1	1	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	4	4	4	6	5	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	5	3	4	4	3	4	2
u0	48	70	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u0	41	77	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	26	63	37	0	0	0	0	0	0	0	4	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	3	2	2	1	0	0	0	0	1	2	2	3	2	1	0	0
u0	34	70	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	39	70	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	3	2	2	0
u4	40	65	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
u4	40	77	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	1	2	1	2	2	0	0
u1	39	89	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	3	2	0
u4	40	76	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	4
u3	41	66	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	4	4	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	4	4	1
u1	46	69	23	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	2	2	2	1	2	2	2	2	2	1
u3	46	77	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	3	2	3	3	3	2	4	4	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	5	3	5	2	0
u1	42	76	34	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	1	1	2	2	2	0
u3	40	77	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	3	2	1	3	4	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	5	5	3	1	0
u4	44	94	50	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0
u1	43	74	31	0	0	0	0	0	0	0	0	1	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	2	4	3	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	3	2	2	2	2	3	2	0
u1	45	76	31	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	1	2	2	2	1	0
u3	52	83	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	2	3	2	3	3	2	3	5	3	0	0	0	0	0	0	0	0	4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	5	3	3	2	1
u1	42	71	29	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	2	2	2	2	1	2	0	0
u1	39	67	28	0	0	0	0	0	0	0	0	0	0	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	1	1	1	1	1	1	1	3	2	2	0
u4	49	70	21	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	2	3	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	2	2	3	2	0	0	0
u2	45	74	29	0	0	0	0	0	0	0	2	2	0	0	1	1	3	3	2	0	0	0	0	0	0	0	0	2	5	4	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	2	3	1	2	2	2	0	1	2	2
u1	45	78	33	0	0	0	0	0	0	0	0	0	0	0	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	1	1	1	1	1	2	1	2	1	2	0
u1	40	81	41	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	3	2	2	2	2	0	0	0
u1	34	67	33	0	0	0	0	0	0	0	0	0	3	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	3	4	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	2	2	2	2	2	2	3	2	4	3	0
u12	40	69	29	0	0	0	0	0	0	1	1	2	2	3	2	2	2	2	1	0	0	0	0	0	0	4	4	2	1	2	1	1	1	1	4	0	0	0	0	0	0	0	2	2	1	2	2	1	0	0	0	0	0	0	0	0	4	7	5	1	1	1	1	1	3	4	1
u13	35	65	30	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	3	5	3	3	4	4	3	2	1	2	3	0	0	0	0	0	0	0	0	2	2	2	1	1	1	2	0	0	0	0	0	0	0	0	5	7	3	1	0	0	3	4	4
u12	41	72	31	0	0	0	0	0	0	2	2	1	2	2	2	2	2	3	4	0	0	0	0	0	0	2	2	1	2	1	1	1	0	0	1	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	3	7	4	2	2	1	0	2	4	0	0	0	0
u13	43	73	30	0	0	0	0	0	0	1	2	2	1	2	1	2	2	1	1	0	0	0	0	0	0	2	4	2	3	4	3	3	3	3	0	0	0	0	0	0	0	1	2	2	2	1	1	0	0	0	0	0	0	0	4	4	3	1	0	3	5	3	4	6	0	0	0
u6	45	68	23	0	0	0	4	5	3	3	3	2	2	6	5	0	0	0	0	0	0	0	3	4	2	2	2	0	1	2	4	3	2	1	2	2	2	3	2	3	2	2	2	2	2	3	2	2	2	0	0	3	3	1	1	1	2	2	2	2	1	2	2	2	1	4	1
u5	42	70	28	0	0	4	2	1	1	2	1	2	2	4	4	2	3	0	0	0	0	2	2	3	3	2	1	1	1	1	6	3	2	1	1	0	0	0	3	2	2	3	1	1	1	2	3	2	2	2	0	1	2	3	1	3	4	2	1	1	1	1	2	3	3	5	0
u9	43	73	30	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	2	2	2	2	1	1	1	1	1	3	5	3	2	6	6	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	6	3	4	4	8	4	3	1	0
u10	51	71	20	0	0	0	0	3	4	2	2	3	2	2	0	0	0	0	0	0	0	0	1	4	5	3	3	5	5	5	3	3	3	4	2	0	0	2	2	1	2	2	2	3	2	2	2	2	2	2	1	0	1	3	3	0	0	0	0	3	7	7	8	2	0	1	2
u14	43	67	24	0	0	0	1	1	2	2	2	1	1	2	0	0	0	0	0	0	3	5	4	4	2	0	1	2	2	6	3	3	2	2	2	0	0	0	0	0	0	3	5	3	2	2	2	2	2	3	3	0	0	0	0	0	0	3	1	2	3	5	4	3	2	2	1
u15	38	66	28	0	0	4	3	3	4	2	2	3	1	1	5	3	2	0	0	0	0	0	2	2	3	4	3	3	2	1	2	2	1	1	2	0	0	5	1	1	4	3	4	5	5	0	0	0	0	2	2	0	0	3	1	2	3	4	2	2	2	2	2	3	2	1	0
u16	43	73	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	3	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	3	3
u11	42	69	27	5	6	2	2	2	2	1	2	3	2	0	0	0	0	0	0	6	6	4	4	3	5	6	4	3	3	4	3	5	5	1	0	3	3	4	4	2	2	2	2	4	7	7	6	4	5	5	0	0	0	0	0	1	2	2	0	5	5	4	4	3	3	0	0
u7	48	71	23	0	0	0	0	0	2	2	2	1	2	3	2	6	8	0	0	0	0	0	0	0	4	2	1	4	4	2	5	3	2	3	3	0	0	0	2	2	0	1	1	1	1	1	1	1	1	1	0	4	5	4	2	2	2	2	1	1	1	1	5	6	4	4	4
u6	41	66	25	0	0	0	0	0	0	4	3	0	0	0	1	1	5	3	0	0	0	0	0	0	0	3	3	2	1	1	1	1	4	4	3	0	0	0	1	2	2	1	1	1	2	2	1	0	0	0	0	0	3	1	1	2	1	1	1	1	2	3	3	5	3	0	0
u7	44	70	26	0	0	0	0	3	5	2	1	0	2	2	6	4	5	2	0	0	0	0	0	0	2	3	2	5	4	3	2	2	2	3	2	0	1	1	2	1	2	2	2	1	2	2	2	0	0	0	0	4	6	2	2	3	1	1	2	5	5	4	5	4	0	0	0
u5	49	74	25	0	0	0	0	2	4	2	2	6	5	3	4	5	6	0	0	0	0	0	0	1	3	3	3	2	1	1	1	5	5	3	3	0	0	2	2	1	1	2	2	2	1	1	1	2	2	1	0	0	0	3	4	6	6	6	4	2	2	2	3	2	2	3	5
u8	45	73	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	4	1	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	5	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	0	0	0
u8	47	79	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	1	2	2	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0
u8	33	57	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	4	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	3	0	0	0	0	0	0	0	0	4	5	3	2	1	1	1	1
u1	51	72	21	0	0	0	0	0	0	0	0	3	5	5	3	2	2	0	0	0	0	0	0	0	0	0	0	2	3	3	3	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	2	3	3	2	2	3	3	3	3	3	2	1
u3	58	85	27	0	0	0	0	2	2	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	3	3	4	3	3	3	4	6	2	2	0	0	0	0	0	0	2	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	6	3	2	2	6	4	4	4	2
u3	49	74	25	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5	5	3	2	3	8	5	1	1	1	0	0	0	0	0	0	0	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	3	3	2	2	1	2	4	5	5
u0	55	77	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u0	54	82	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	25	51	26	0	0	0	0	0	0	0	1	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	2	4	3	1	2	2	2	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	2	2	2	1	1	1	1	1	2	2	2	4	5	0
u0	43	71	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	46	69	23	0	0	0	0	0	0	0	0	0	1	3	4	2	1	0	0	0	0	0	0	0	0	0	0	0	1	2	4	3	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	3	2	2	3	4	3	1	0
u4	56	82	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	3	2	3
