val	data0	data1	data2	data3	data4	data5	data6	data7	data8	data9	data10	data11	data12	data13	data14	data15	data16	data17	data18	data19	data20	data21	data22	data23	data24	data25	data26	data27	data28	data29	data30	data31	data32	data33	data34	data35	data36	data37	data38	data39	data40	data41	data42	data43	data44	data45	data46	data47	data48	data49	data50	data51	data52	data53	data54	data55	data56	data57	data58	data59	data60	data61	data62	data63	data64	data65	data66	
d	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	
class
u4	52	79	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	2	2	3	2	2	1	2	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	0	0	0	0	0	0	1	2	3	3	3	3	1	0	0	0
u1	47	88	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	3	2
u4	44	80	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	2
u3	47	70	23	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4	4	3	4	6	3	4	3	2	2	0	0	0	0	0	0	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	3	3	3	2	3	5	5	4	2
u1	53	74	21	0	0	0	0	0	0	0	2	3	2	3	2	1	0	0	0	0	0	0	0	0	0	0	1	3	3	3	3	3	4	3	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	2	1	2	2	1	1	0	1	1	3	3	5	4	4	3
u3	53	77	24	0	0	0	0	0	0	2	4	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	2	2	3	5	5	4	2	1	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	3	5	6	3	3	4	3	0	0
u1	49	72	23	0	0	0	0	0	0	0	0	0	0	0	3	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	2	2	2	0	0
u3	42	70	28	0	0	0	0	0	0	0	3	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	6	2	1	2	2	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	2	3	2	3	6	3
u4	46	77	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	0	0	0	0	0	0
u1	48	75	27	0	0	0	0	0	0	0	0	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	3	4	2	3	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	2	2	3	3	3	3	3	1
u1	53	75	22	0	0	0	0	0	0	0	0	0	2	4	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	2	1	2	2	2	2	1	3	3	3	1	0
u3	55	77	22	0	0	0	0	0	0	2	4	3	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	2	3	3	4	4	3	2	3	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3	5	4	3	3	2	4	2	1
u1	53	79	26	0	0	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	2	2	4	3	2	1	0
u1	55	79	24	0	0	0	0	0	0	4	6	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	2	2	1	2	2	2	0	0	1	1	2	2	2	2	2	1	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	2	3	3	3	3	2
u4	52	72	20	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	7	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	2	3	3	2	2	1	2	2	0
u2	58	86	28	0	0	0	0	1	2	3	1	0	0	1	4	3	3	1	2	0	0	0	0	0	0	1	2	3	4	3	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	1	2	0	0	0	0	0	1	2	1	3	3	2	2	2	3	1	0	0	0	2	2
u1	55	83	28	0	0	0	0	0	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	3	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1	1	1	2	2	3	2	4	5	2	0
u1	39	75	36	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	0	1	1	2	2	3	1
u1	55	77	22	0	0	0	0	0	0	0	0	0	0	0	6	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	1	2	2	2	3	2	3	2	1	0	0
u12	50	77	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	3	3	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	2	1	2	2	3	3
u13	41	66	25	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	1	0	0	0	0	0	0	6	5	2	2	1	3	4	3	1	1	0	0	0	0	0	0	0	0	2	1	1	2	2	2	1	0	0	0	0	0	0	0	5	8	2	0	0	0	2	3	4	6
u12	57	83	26	0	0	0	0	0	0	1	1	2	2	2	1	1	1	1	1	0	0	0	0	0	0	4	5	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	2	2	2	2	2	1	0	0	0	0	0	0	0	6	3	2	0	0	0	0	0	2	8	6	0
u13	58	84	26	0	0	0	0	0	0	1	1	2	2	2	1	1	1	2	1	0	0	0	0	2	5	4	2	3	4	2	2	2	2	4	2	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	0	0	0	0	0	0	7	5	0	0	0	0	0	6	4	4	7
u6	47	72	25	0	0	0	0	0	5	4	2	2	3	3	3	0	0	0	0	0	0	0	0	0	0	3	4	2	1	1	5	5	3	2	1	1	2	1	2	1	1	1	2	2	2	2	1	0	0	0	0	2	2	2	1	1	1	1	1	1	2	2	3	3	5	4	0
u5	61	82	21	0	0	0	0	0	0	0	0	1	4	8	2	1	0	0	0	0	0	0	0	0	0	0	3	3	4	5	3	3	2	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	2	3	4	3	3	2	3	4	5	5	1	0
u9	53	76	23	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	4	3	4	4	4	3	3	2	3	3	0	0	0	0	0	0	0	3	3	3	5	3	2	2	0	0	0	0	0	0	0	0	0	0	0	2	8	8	0	5	3	0
u10	51	69	18	0	0	0	0	2	3	3	4	5	4	3	2	2	2	3	3	0	0	0	4	6	4	3	2	4	3	2	2	2	2	6	4	0	0	0	0	2	3	4	3	2	2	2	3	2	3	3	2	0	0	0	2	2	5	8	7	4	5	4	4	3	2	1	2
u14	60	83	23	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	5	4	5	3	4	6	5	3	2	2	2	2	1	0	0	0	0	0	0	0	2	4	4	1	1	2	3	3	3	0	0	0	0	0	0	0	2	2	2	4	6	4	3	2	0
u15	60	85	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	6	4	4	2	3	3	3	3	5	7	2	2	3	2	2	0	0	0	0	0	0	0	0	5	3	2	2	2	2	6	5	0	0	0	0	0	0	1	2	5	3	3	4	5	3	3	0
u16	57	82	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	2	1	1	1	5	7	6	1	1	0	0	0	0	0	0	0	0	2	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	6	3	2	2	3	3	2
u11	58	80	22	0	0	0	2	2	2	1	1	2	3	3	1	2	4	3	0	0	0	2	3	2	2	2	3	2	3	6	2	3	3	1	1	0	0	0	0	0	3	3	2	1	1	1	4	3	3	1	0	0	0	0	4	4	2	3	5	4	3	2	5	1	1	3	2
u7	56	73	17	0	0	0	0	4	5	3	3	2	3	2	4	5	4	0	0	0	0	0	0	0	2	3	2	3	4	3	3	4	5	2	3	1	2	2	2	2	2	2	2	1	2	2	2	0	0	0	0	2	3	3	2	3	2	2	3	3	4	6	5	6	2	1	0
u6	60	79	19	0	0	0	0	0	0	5	2	2	2	2	3	2	3	0	0	0	0	0	0	0	0	3	3	2	1	2	2	6	5	2	3	0	0	0	2	2	1	1	1	2	2	2	0	0	0	0	0	0	0	0	4	5	3	1	1	2	2	3	5	6	4	1	0
u7	60	80	20	0	0	0	0	0	0	1	2	2	1	2	2	2	3	1	0	0	0	0	0	0	0	4	5	4	7	7	6	5	3	3	1	0	0	0	0	0	0	1	2	2	2	2	2	1	0	0	0	0	0	0	0	2	6	3	2	3	6	6	4	5	5	5	2
u5	50	66	16	0	0	0	0	0	0	8	8	2	2	3	7	4	0	0	0	0	0	0	0	0	0	4	5	2	3	2	3	4	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	2	2	5	4	2	1	2	3	3	2	2	2	3	5	3
u8	58	87	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	4	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2	4
u8	52	77	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
u8	42	54	12	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4	6	4	3	3	1	1	3	3	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3	3	1	1	1	7	6	6	2	0
u1	39	67	28	0	0	0	0	0	0	0	0	0	0	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	2	4	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	2	2	1	3	3	3	2	0
u3	46	74	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	4	4	4	3	1	1	2	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	4	4	2	4	1
u3	43	77	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	2	6	5	1	1	1	1	1	1	0	0	0	0	0	0	0	0	5	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	1	2	5
u0	43	69	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u0	37	80	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	57	86	29	0	0	0	0	0	0	0	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	5	2	2	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	1	2	2	5
u0	39	73	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	44	72	28	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	2	2	1	2	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	3	3	3	1
u4	40	76	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2
u4	41	75	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	3	2	2	2
u1	28	85	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	0
u4	37	77	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	2	3
u3	54	76	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	5	4	4	4	4	5	5	5	1	0	0	0	0	0	0	0	0	4	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	5	4	2	4	4	4	4	5
u1	49	74	25	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	4	2	3	2	2	1	1	0	2	2	1	1	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	4	5	5
u3	61	89	28	0	0	1	2	2	2	1	2	2	1	1	1	0	0	0	0	0	0	0	2	3	2	1	2	2	2	2	8	7	1	1	1	0	0	0	0	0	0	5	5	2	3	2	2	1	0	0	0	0	0	0	0	0	0	1	4	1	2	2	2	3	5	4	5
u1	40	76	36	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	2	1	1	1	2	1	1	0	0	0	0	1	1	0	1	1	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	3	3
u3	79	110	31	0	0	0	2	2	2	1	1	1	2	1	0	0	0	0	0	0	0	0	0	1	2	2	1	1	3	5	3	2	0	1	1	0	0	0	0	0	0	5	3	2	1	1	2	0	0	0	0	0	0	0	0	0	0	2	2	1	2	0	2	3	4	2	2
u4	41	87	46	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	0	0	0	0
u1	38	70	32	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	3	2	3	1	0
u1	50	80	30	0	0	0	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3	2
u3	43	72	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	4	4	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	2	2	4	8	2
u1	35	64	29	0	0	0	0	0	0	0	0	0	0	1	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	4	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	2	2	3	2	3	3	2	0	0
u1	52	83	31	0	0	0	0	0	0	0	2	2	2	2	1	2	0	0	0	0	0	0	0	0	0	0	2	3	2	1	1	2	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	2	1	2	2	1	0	0	0	1	2	2	1	2	2	2
u4	46	71	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	3	3	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	3	3	3	3	2	0
u2	48	83	35	0	0	0	0	0	0	1	1	0	0	0	0	0	1	4	5	0	0	0	0	0	0	1	2	2	2	1	2	3	4	3	3	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	2	2	2	3	4	3	2	3	2	2	1	3
u1	50	78	28	0	0	0	0	0	0	0	0	0	3	4	3	3	1	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	1	2	2	2	2	2	2	3	3	2	2	0
u1	38	76	38	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	2	1	2	3	3	2
u1	36	65	29	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	1	2	1	2	2	2	2	0
u12	42	72	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	5	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	3	3	2	2	0
u13	33	67	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	4	5	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	3	4	4	3	3	6
u12	36	67	31	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	0	0	0	0	0	0	0	0	1	4	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	2	2	3	2	2	1	2	0
u13	39	70	31	0	0	0	0	0	0	0	1	1	2	2	1	1	1	0	0	0	0	0	0	0	2	6	4	2	5	2	2	2	3	3	2	0	0	0	0	0	0	0	1	2	2	2	2	1	2	1	0	0	0	0	0	0	0	5	3	0	0	0	5	2	4	5	5
u6	65	90	25	0	0	0	0	0	0	0	3	3	2	2	1	3	5	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	4	3	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	4	2	3	2	1	1	1	2	3	4	3	2	0	0	0
u5	75	104	29	0	0	0	0	0	5	2	1	1	6	3	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	5	2	2	2	0	1	1	1	2	3	1	0	0	0	1	1	2	1	0	0	0	0	0	0	2	1	2	1	2	2	1	1	1	2	3	4	2	1
u9	36	85	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	3	1	1	1	1	1	1	1	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	5	0	0	0	0	0	0	0	0	0	0	2	2	3	6	0	0
u10	52	77	25	0	4	4	2	1	4	4	1	2	2	2	0	0	0	0	0	0	5	4	1	2	1	4	4	3	2	2	5	7	2	2	1	2	4	2	1	2	2	4	3	3	4	3	2	2	1	2	4	0	0	0	0	0	0	3	3	2	2	2	4	5	3	3	3
u14	39	67	28	0	0	0	0	1	2	3	2	2	1	2	2	2	2	3	2	0	0	0	2	4	5	2	3	1	1	0	2	1	2	3	3	0	0	0	0	2	2	2	2	3	3	2	2	3	2	1	0	0	0	0	4	7	3	2	0	0	0	0	1	2	2	5	3
u15	38	69	31	0	0	1	2	1	1	1	1	2	2	2	1	1	2	1	0	0	0	1	2	2	1	1	2	2	2	4	5	1	3	3	2	0	0	0	0	3	2	1	1	1	1	2	4	1	0	0	0	0	0	0	0	6	1	1	3	4	2	4	4	2	1	3	2
u16	37	69	32	0	0	2	4	4	2	2	2	1	1	1	2	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	2	3	3	3	2	0	0	0	0	3	3	6	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	2	2	2	1	2	2	3
u11	52	77	25	0	3	5	2	1	1	2	4	4	4	4	3	0	0	0	0	0	1	3	3	2	2	3	3	4	5	4	5	5	2	1	1	0	1	3	2	1	4	4	3	2	1	1	2	3	4	2	2	2	3	1	0	0	2	4	3	3	5	4	3	5	4	2	1
u7	41	66	25	0	0	0	0	0	2	3	3	1	1	2	2	1	3	4	0	0	0	0	0	0	1	4	3	3	5	3	2	4	6	3	1	0	0	1	2	2	1	1	1	1	1	1	2	2	1	0	0	0	2	7	1	1	1	1	1	1	1	1	4	6	4	4	6
u6	66	92	26	0	0	0	0	0	0	0	0	0	3	3	1	2	4	3	0	0	0	0	0	0	0	0	0	5	6	3	0	2	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	3	4	4	4	3	4	3	4	1	1
u7	44	69	25	0	0	0	0	0	0	0	0	2	3	2	2	2	4	2	0	0	0	0	0	0	0	0	0	5	7	5	3	3	8	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	4	3	3	4	4	7	8	4	3	4
u5	49	78	29	0	0	0	0	0	0	0	0	3	3	4	2	3	2	0	0	0	0	0	0	0	0	0	6	3	1	0	4	5	1	2	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	2	5	6	4	2	2	2	2	4	3	1	2
u8	35	69	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	2	3	3	3	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	3
u8	33	69	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	3	2	3	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1
u8	37	53	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	4	5	4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	6	2	3	3	0	1	2	1
u1	44	76	32	0	0	0	0	0	0	0	0	0	5	6	2	2	1	0	0	0	0	0	0	0	0	0	0	0	2	3	4	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	0
u3	47	73	26	0	0	0	0	0	0	0	0	5	2	2	4	3	1	0	0	0	0	0	0	0	0	0	0	0	2	3	2	5	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	3	3	5	4	4	3	3	3	2	2	1
u3	44	78	34	0	0	0	0	0	0	3	3	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	6	4	1	1	1	0	0	0	0	0	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	3	3	4	3	2	1	5
u0	33	68	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u0	48	91	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	17	59	42	0	0	0	4	5	3	2	2	2	2	0	0	0	0	0	0	0	0	0	4	4	2	1	1	2	1	1	1	1	1	0	0	0	1	2	3	3	3	2	2	2	2	2	3	2	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	3	3
u0	30	62	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u1	25	64	39	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	2	5
u4	43	64	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	3
u4	42	70	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	3
u1	26	74	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	2	2	0
u4	31	55	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0
u3	39	66	27	0	0	0	0	0	0	0	0	3	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	3	4	4	3	7	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	4	4	4	2	3	2	3
u1	45	81	36	0	0	0	0	0	0	0	0	0	2	4	2	2	2	1	0	0	0	0	0	0	0	0	0	0	3	6	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	3
